Frequency_Hz,Open,High,Low,Close
0.0,17.1764286402547,17.1764286402547,0.0834184205215939,0.0834184205215939
0.25,0.233269613153603,0.233269613153603,0.233269613153603,0.233269613153603
0.5,0.1910313920020611,0.1910313920020611,0.0611026811675871,0.0611026811675871
0.75,0.1568952666976604,0.1568952666976604,0.1568952666976604,0.1568952666976604
1.0,0.1536402075004933,0.1536402075004933,0.1288249908617643,0.1288249908617643
1.25,0.1187999983114168,0.1187999983114168,0.1187999983114168,0.1187999983114168
1.5,0.1490843363255473,0.1589913338747672,0.1490843363255473,0.1589913338747672
1.75,0.0543511830585654,0.0543511830585654,0.0543511830585654,0.0543511830585654
2.0,0.0684815059408181,0.0684815059408181,0.0684815059408181,0.0684815059408181
2.25,0.119243451835328,0.119243451835328,0.050423648350341,0.050423648350341
2.5,0.1731118274532198,0.1731118274532198,0.1731118274532198,0.1731118274532198
2.75,0.101648466672249,0.1511639264902536,0.101648466672249,0.1511639264902536
3.0,0.0648837283109383,0.0648837283109383,0.0648837283109383,0.0648837283109383
3.25,0.1778383863842203,0.2469615439682831,0.1778383863842203,0.2469615439682831
3.5,0.2657839474364173,0.2657839474364173,0.2657839474364173,0.2657839474364173
3.75,0.205908864235897,0.205908864235897,0.1765057377534706,0.1765057377534706
4.0,0.2145770594470948,0.2145770594470948,0.2145770594470948,0.2145770594470948
4.25,0.2327607921441228,0.2327607921441228,0.2327607921441228,0.2327607921441228
4.5,0.1232315314853473,0.1232315314853473,0.0797023115236545,0.0797023115236545
4.75,0.0894524138742752,0.0894524138742752,0.0894524138742752,0.0894524138742752
5.0,0.0886212097422376,0.0886212097422376,0.0765849931741201,0.0765849931741201
5.25,0.0437633026012427,0.0437633026012427,0.0437633026012427,0.0437633026012427
5.5,0.2303941335236825,0.2303941335236825,0.101973861023568,0.101973861023568
5.75,0.1765327643434538,0.1765327643434538,0.1765327643434538,0.1765327643434538
6.0,0.060487599484171,0.060487599484171,0.0513110169180968,0.0513110169180968
6.25,0.1030628384225322,0.1030628384225322,0.1030628384225322,0.1030628384225322
6.5,0.3055054012171024,0.3055054012171024,0.3055054012171024,0.3055054012171024
6.75,0.0144024273736964,0.2364977519404617,0.0144024273736964,0.2364977519404617
7.0,0.151562336497552,0.151562336497552,0.151562336497552,0.151562336497552
7.25,0.2494391513809072,0.2494391513809072,0.1126789387970309,0.1126789387970309
7.5,0.0797271737705077,0.0797271737705077,0.0797271737705077,0.0797271737705077
7.75,0.1684975158484616,0.1684975158484616,0.0510704200597511,0.0510704200597511
8.0,0.1828690192613619,0.1828690192613619,0.1828690192613619,0.1828690192613619
8.25,0.1977626235260271,0.2573530924255284,0.1977626235260271,0.2573530924255284
8.5,0.089145626596861,0.089145626596861,0.089145626596861,0.089145626596861
8.75,0.1603371958411941,0.1603371958411941,0.1603371958411941,0.1603371958411941
9.0,0.2325164892528755,0.2325164892528755,0.1171231089940397,0.1171231089940397
9.25,0.0317708819760217,0.0317708819760217,0.0317708819760217,0.0317708819760217
9.5,0.2036360500571255,0.2036360500571255,0.0449892026661642,0.0449892026661642
9.75,0.0855121495896273,0.0855121495896273,0.0855121495896273,0.0855121495896273
10.0,0.1452674167073776,0.1452674167073776,0.0563119591875082,0.0563119591875082
10.25,0.2920508642248154,0.2920508642248154,0.2920508642248154,0.2920508642248154
10.5,0.2999292086823761,0.3659067852457042,0.2999292086823761,0.3659067852457042
10.75,0.1767936442597897,0.1767936442597897,0.1767936442597897,0.1767936442597897
11.0,0.2819362023239674,0.2819362023239674,0.2819362023239674,0.2819362023239674
11.25,0.3020673105089565,0.3020673105089565,0.1476127881881972,0.1476127881881972
11.5,0.0895803988632266,0.0895803988632266,0.0895803988632266,0.0895803988632266
11.75,0.0801943528131031,0.1506514056401799,0.0801943528131031,0.1506514056401799
12.0,0.0423795638150758,0.0423795638150758,0.0423795638150758,0.0423795638150758
12.25,0.1067294505344104,0.1067294505344104,0.0691047943462297,0.0691047943462297
12.5,0.0195360968166415,0.0195360968166415,0.0195360968166415,0.0195360968166415
12.75,0.167446082414091,0.167446082414091,0.167446082414091,0.167446082414091
13.0,0.2998160785314607,0.2998160785314607,0.1608873740513414,0.1608873740513414
13.25,0.0633520986313664,0.0633520986313664,0.0633520986313664,0.0633520986313664
13.5,0.1528802545879161,0.1528802545879161,0.0491212749703103,0.0491212749703103
13.75,0.1700582290997521,0.1700582290997521,0.1700582290997521,0.1700582290997521
14.0,0.10755192865491,0.10755192865491,0.0912890337360741,0.0912890337360741
14.25,0.117308564998596,0.117308564998596,0.117308564998596,0.117308564998596
14.5,0.0884399500679003,0.1277372902799292,0.0884399500679003,0.1277372902799292
14.75,0.2480458684867311,0.2480458684867311,0.2480458684867311,0.2480458684867311
15.0,0.0461694507212234,0.0461694507212234,0.0461694507212234,0.0461694507212234
15.25,0.1508870023072679,0.2056938096602179,0.1508870023072679,0.2056938096602179
15.5,0.1234473403472413,0.1234473403472413,0.1234473403472413,0.1234473403472413
15.75,0.0772958178309009,0.0994011262531914,0.0772958178309009,0.0994011262531914
16.0,0.0977741626672561,0.0977741626672561,0.0977741626672561,0.0977741626672561
16.25,0.326592223686578,0.326592223686578,0.146017574902749,0.146017574902749
16.5,0.1016948258537859,0.1016948258537859,0.1016948258537859,0.1016948258537859
16.75,0.0797117000436991,0.0797117000436991,0.0627371232681158,0.0627371232681158
17.0,0.2470772430970092,0.2470772430970092,0.2470772430970092,0.2470772430970092
17.25,0.2617264090484131,0.2617264090484131,0.2617264090484131,0.2617264090484131
17.5,0.1595859417348057,0.2524926173988439,0.1595859417348057,0.2524926173988439
17.75,0.1390734199338844,0.1390734199338844,0.1390734199338844,0.1390734199338844
18.0,0.1936443566511122,0.3067295445804389,0.1936443566511122,0.3067295445804389
18.25,0.1248138435919189,0.1248138435919189,0.1248138435919189,0.1248138435919189
18.5,0.1248526490264439,0.2015030066531668,0.1248526490264439,0.2015030066531668
18.75,0.1640269367313418,0.1640269367313418,0.1640269367313418,0.1640269367313418
19.0,0.1585062198539922,0.2438799866502783,0.1585062198539922,0.2438799866502783
19.25,0.1583978619489591,0.1583978619489591,0.1583978619489591,0.1583978619489591
19.5,0.062241454263041,0.062241454263041,0.062241454263041,0.062241454263041
19.75,0.1559192208943143,0.1910463402400781,0.1559192208943143,0.1910463402400781
20.0,0.0724898360411877,0.0724898360411877,0.0724898360411877,0.0724898360411877
20.25,0.0491133419146724,0.0491133419146724,0.0235062221252425,0.0235062221252425
20.5,0.1169861079715876,0.1169861079715876,0.1169861079715876,0.1169861079715876
20.75,0.2106260409266052,0.2106260409266052,0.1845177854937308,0.1845177854937308
21.0,0.2442063794917047,0.2442063794917047,0.2442063794917047,0.2442063794917047
21.25,0.4737641970129447,0.6068887220608729,0.4737641970129447,0.6068887220608729
21.5,0.7037941097960168,0.7037941097960168,0.7037941097960168,0.7037941097960168
21.75,0.2479543341937356,0.2479543341937356,0.2479543341937356,0.2479543341937356
22.0,0.4429557065382341,0.5404807492347288,0.4429557065382341,0.5404807492347288
22.25,0.370657034297609,0.370657034297609,0.370657034297609,0.370657034297609
22.5,0.1983210395416025,0.2613920220090946,0.1983210395416025,0.2613920220090946
22.75,0.1381932271094514,0.1381932271094514,0.1381932271094514,0.1381932271094514
23.0,0.0525167180922377,0.0937465446119847,0.0525167180922377,0.0937465446119847
23.25,0.2802673041455635,0.2802673041455635,0.2802673041455635,0.2802673041455635
23.5,0.2125672118071095,0.2125672118071095,0.0603461972102845,0.0603461972102845
23.75,0.2200537528916772,0.2200537528916772,0.2200537528916772,0.2200537528916772
24.0,0.3876064773198337,0.3876064773198337,0.3876064773198337,0.3876064773198337
24.25,0.1374836045431126,0.1374836045431126,0.0868941803435152,0.0868941803435152
24.5,0.1603538333106127,0.1603538333106127,0.1603538333106127,0.1603538333106127
24.75,0.0678059257339237,0.1512327385759559,0.0678059257339237,0.1512327385759559
25.0,0.1236984147023165,0.1236984147023165,0.1236984147023165,0.1236984147023165
25.25,0.1220749917429174,0.1220749917429174,0.1168415518214287,0.1168415518214287
25.5,0.2794664666678828,0.2794664666678828,0.2794664666678828,0.2794664666678828
25.75,0.2270930429540053,0.2270930429540053,0.2270930429540053,0.2270930429540053
26.0,0.1577092565915392,0.1577092565915392,0.0539865468615025,0.0539865468615025
26.25,0.0813130326374931,0.0813130326374931,0.0813130326374931,0.0813130326374931
26.5,0.1353883436282558,0.2188237858101169,0.1353883436282558,0.2188237858101169
26.75,0.180573187904106,0.180573187904106,0.180573187904106,0.180573187904106
27.0,0.2617128727866316,0.2617128727866316,0.1900673534309707,0.1900673534309707
27.25,0.1610171264355759,0.1610171264355759,0.1610171264355759,0.1610171264355759
27.5,0.2358240624932064,0.2358240624932064,0.0429800291049852,0.0429800291049852
27.75,0.1620403288273482,0.1620403288273482,0.1620403288273482,0.1620403288273482
28.0,0.3806589326400312,0.3806589326400312,0.3806589326400312,0.3806589326400312
28.25,0.1198662377170481,0.1198662377170481,0.1140245076200762,0.1140245076200762
28.5,0.300663233286571,0.300663233286571,0.300663233286571,0.300663233286571
28.75,0.1631839426143718,0.1631839426143718,0.0529812234910071,0.0529812234910071
29.0,0.1601558861893875,0.1601558861893875,0.1601558861893875,0.1601558861893875
29.25,0.2752531277354654,0.2752531277354654,0.0414060702927027,0.0414060702927027
