Frequency_Hz,Open,High,Low,Close
0.0,6.505556080001397,6.505556080001397,0.1093315427237771,0.1093315427237771
0.25,0.1903331243042456,0.1903331243042456,0.1903331243042456,0.1903331243042456
0.5,0.5470071608465454,0.5470071608465454,0.5470071608465454,0.5470071608465454
0.75,0.1812971767992774,0.1812971767992774,0.1812971767992774,0.1812971767992774
1.0,0.2527303615038667,0.2527303615038667,0.2527303615038667,0.2527303615038667
1.25,0.085997696573462,0.085997696573462,0.085997696573462,0.085997696573462
1.5,0.0929620344572763,0.0929620344572763,0.0929620344572763,0.0929620344572763
1.75,0.5426742771730343,0.5711123793115572,0.5426742771730343,0.5711123793115572
2.0,0.2050845785491039,0.2050845785491039,0.2050845785491039,0.2050845785491039
2.25,0.428888667060995,0.428888667060995,0.428888667060995,0.428888667060995
2.5,0.3729332912922317,0.3729332912922317,0.3729332912922317,0.3729332912922317
2.75,0.4385054722191326,0.4385054722191326,0.4385054722191326,0.4385054722191326
3.0,0.4846096339258334,0.4846096339258334,0.4846096339258334,0.4846096339258334
3.25,0.1503092144455145,0.1503092144455145,0.1503092144455145,0.1503092144455145
3.5,0.0278356131692278,0.1618899541024461,0.0278356131692278,0.1618899541024461
3.75,0.2065865071925174,0.2065865071925174,0.2065865071925174,0.2065865071925174
4.0,0.7742624669992636,0.7742624669992636,0.7742624669992636,0.7742624669992636
4.25,0.2091368381251328,0.2091368381251328,0.2091368381251328,0.2091368381251328
4.5,0.2566160847251226,0.2566160847251226,0.2566160847251226,0.2566160847251226
4.75,0.4003113903121642,0.4003113903121642,0.4003113903121642,0.4003113903121642
5.0,0.2733646432238591,0.2733646432238591,0.2733646432238591,0.2733646432238591
5.25,0.4751819753626775,0.4751819753626775,0.1904689030816166,0.1904689030816166
5.5,0.6073881972504664,0.6073881972504664,0.6073881972504664,0.6073881972504664
5.75,0.1418857560423818,0.1418857560423818,0.1418857560423818,0.1418857560423818
6.0,0.4428688361954334,0.4428688361954334,0.4428688361954334,0.4428688361954334
6.25,0.6389844962186993,0.6389844962186993,0.6389844962186993,0.6389844962186993
6.5,0.2315441855437732,0.2315441855437732,0.2315441855437732,0.2315441855437732
6.75,0.1579547607672636,0.1579547607672636,0.1579547607672636,0.1579547607672636
7.0,0.1365837773780031,0.425340974214743,0.1365837773780031,0.425340974214743
7.25,0.3021694711184073,0.3021694711184073,0.3021694711184073,0.3021694711184073
7.5,0.2010046331557695,0.2010046331557695,0.2010046331557695,0.2010046331557695
7.75,0.3375471849327164,0.3375471849327164,0.3375471849327164,0.3375471849327164
8.0,0.2738452032504261,0.2738452032504261,0.2738452032504261,0.2738452032504261
8.25,0.4253759561348369,0.4253759561348369,0.4253759561348369,0.4253759561348369
8.5,0.2663055353239276,0.2663055353239276,0.2663055353239276,0.2663055353239276
8.75,0.3351786997212776,0.3351786997212776,0.3351786997212776,0.3351786997212776
9.0,0.1501523960714449,0.404461469910276,0.1501523960714449,0.404461469910276
9.25,0.1424930734795778,0.1424930734795778,0.1424930734795778,0.1424930734795778
9.5,0.2088615063502661,0.2088615063502661,0.2088615063502661,0.2088615063502661
9.75,0.5267448062770809,0.5267448062770809,0.5267448062770809,0.5267448062770809
10.0,0.3743975629736658,0.3743975629736658,0.3743975629736658,0.3743975629736658
10.25,0.6991238640503911,0.6991238640503911,0.6991238640503911,0.6991238640503911
10.5,0.0551072735366599,0.0551072735366599,0.0551072735366599,0.0551072735366599
10.75,0.2348310983420691,0.2611360103058316,0.2348310983420691,0.2611360103058316
11.0,0.5219576720106719,0.5219576720106719,0.5219576720106719,0.5219576720106719
11.25,0.3570910666344402,0.3570910666344402,0.3570910666344402,0.3570910666344402
11.5,0.3572155204288832,0.3572155204288832,0.3572155204288832,0.3572155204288832
11.75,0.2677894591163504,0.2677894591163504,0.2677894591163504,0.2677894591163504
12.0,0.4742233414808708,0.4742233414808708,0.4742233414808708,0.4742233414808708
12.25,0.5171802816403921,0.5171802816403921,0.5171802816403921,0.5171802816403921
12.5,0.1925533733156359,0.3424442230551568,0.1925533733156359,0.3424442230551568
12.75,0.3023443051260346,0.3023443051260346,0.3023443051260346,0.3023443051260346
13.0,0.5070055837738641,0.5070055837738641,0.5070055837738641,0.5070055837738641
13.25,0.2087200786708152,0.2087200786708152,0.2087200786708152,0.2087200786708152
13.5,0.5535509277628847,0.5535509277628847,0.5535509277628847,0.5535509277628847
13.75,0.3270130794879548,0.3270130794879548,0.3270130794879548,0.3270130794879548
14.0,0.442159389209199,0.442159389209199,0.442159389209199,0.442159389209199
14.25,0.153814337935713,0.3935777362038178,0.153814337935713,0.3935777362038178
14.5,0.318815337022086,0.318815337022086,0.318815337022086,0.318815337022086
14.75,0.2228444204386863,0.2228444204386863,0.2228444204386863,0.2228444204386863
15.0,0.1543634034706258,0.1543634034706258,0.1543634034706258,0.1543634034706258
15.25,0.2048204423048276,0.2048204423048276,0.2048204423048276,0.2048204423048276
15.5,0.077626809254817,0.077626809254817,0.077626809254817,0.077626809254817
15.75,0.2779017646272138,0.2779017646272138,0.2779017646272138,0.2779017646272138
16.0,0.8292487039273214,0.8292487039273214,0.8292487039273214,0.8292487039273214
16.25,0.7913662910008152,0.7913662910008152,0.42935048386836,0.42935048386836
16.5,0.3779155346575585,0.3779155346575585,0.3779155346575585,0.3779155346575585
16.75,0.1551374038371387,0.1551374038371387,0.1551374038371387,0.1551374038371387
17.0,0.3991161498925457,0.3991161498925457,0.3991161498925457,0.3991161498925457
17.25,0.1344590481896804,0.1344590481896804,0.1344590481896804,0.1344590481896804
17.5,0.3169558923080647,0.3169558923080647,0.3169558923080647,0.3169558923080647
17.75,0.530156026803821,0.530156026803821,0.530156026803821,0.530156026803821
18.0,0.057967222607401,0.3077322430796874,0.057967222607401,0.3077322430796874
18.25,0.6230545525335937,0.6230545525335937,0.6230545525335937,0.6230545525335937
18.5,0.3139255691040831,0.3139255691040831,0.3139255691040831,0.3139255691040831
18.75,0.8423889028452696,0.8423889028452696,0.8423889028452696,0.8423889028452696
19.0,0.3943722084839778,0.3943722084839778,0.3943722084839778,0.3943722084839778
